"Country Name","Year","FSI","Rule of Law","Voice.Accountability","No violence Index","CorruptionPI","Human Development Index","Life_Satisfaction","Healthcare_Exp","GDP Per Capita","Unemployment Rate","Aid per capita","FSI (Year+1)","Fragility_Category (Year+1)"
"Nigeria","2010",100.2,-1.157983,-0.7770869,-2.211123,2.4,0.482,4.76,3.29653287,2280.43733738126,3.77,12.9483825473349,101.1,"High Alert"
"Nigeria","2012",101.1,-1.146224,-0.7002199,-2.042074,27,0.5,5.493,3.35984278,2723.82219093859,3.74,11.458373256103,100.7,"High Alert"
"Nigeria","2013",100.7,-1.113723,-0.6930282,-2.088478,25,0.519,4.818,3.4206934,2961.54942175947,3.7,14.6462199834015,102.5,"High Alert"
"Nigeria","2015",102.5,-0.9616836,-0.3732246,-1.925443,26,0.526,4.933,3.58195019,2687.48005643212,4.31,13.4237286953503,103.5,"High Alert"
"Nigeria","2016",103.5,-1.017473,-0.319409,-1.87771,28,0.526,5.22,3.64773679,2176.00277201515,7.06,13.4340001264262,101.6,"High Alert"
"Nigeria","2017",101.6,-0.8708053,-0.3400025,-1.999155,27,0.531,5.322,3.75553846,1968.56539847444,8.39,17.597856240888,99.9,"Alert"
"Nigeria","2018",99.9,-0.8801294,-0.4307562,-2.101823,27,0.534,5.252,3.88990784,2027.77854863842,8.45,16.8727773636082,98.5,"Alert"
"Panama","2006",59.6,-0.1327938,0.6015216,-0.0680277,3.1,0.759,6.128,6.45193529,5348.88425269771,3.61,11.4427308803918,59.4,"Less Stable"
"Panama","2007",59.4,-0.1498149,0.6212651,-0.0606814,3.2,0.767,6.894,6.92857409,6166.18786213279,3.52,-36.9664621120382,58.6,"Less Stable"
"Panama","2008",58.6,-0.1745903,0.600691,-0.0970655,3.4,0.771,6.931,6.84644938,7154.274496019,3.48,10.0790507680183,59.7,"Less Stable"
"Panama","2009",59.7,-0.0882209,0.5912631,0.0636812,3.4,0.772,7.034,6.99648428,7576.14046655482,3.68,18.5934633856189,59.3,"Less Stable"
"Panama","2010",59.3,-0.0737941,0.5371985,-0.1160482,3.6,0.774,7.321,7.08509684,8082.01958387357,3.71,35.5808386191285,57.8,"Less Stable"
"Panama","2011",57.8,0.0187698,0.5346385,-0.0282189,3.27,0.78,7.248,6.59314489,9358.26157385486,2.31,29.9313721840609,56.1,"Less Stable"
"Panama","2012",56.1,-0.1916678,0.4694169,-0.1794327,38,0.786,6.86,6.56412029,10722.2523527204,2.39,13.6183954358142,55.8,"Less Stable"
"Panama","2013",55.8,-0.216099,0.4242718,-0.1412609,35,0.791,6.866,6.65125561,11889.0705568347,2.3,2.4012846581238,55.7,"Less Stable"
"Panama","2014",55.7,-0.0596157,0.5056279,0.2090082,37,0.795,6.631,6.92144489,12796.0575304045,2.72,-49.5371926275132,54.6,"Less Stable"
"Panama","2015",54.6,-0.1064381,0.5585108,0.3860773,39,0.799,6.606,6.8090291,13630.3228683958,3,2.58284637229778,53.2,"Less Stable"
"Panama","2016",53.2,0.0494793,0.5239984,0.4114301,38,0.805,6.118,7.31549644,14343.981394441,3.32,5.60059246150654,50.7,"Less Stable"
"Panama","2017",50.7,0.0317585,0.5194804,0.389817,37,0.811,6.568,6.89914465,15146.4023742294,3.9,10.1661551528162,49.5,"Stable"
"Panama","2018",49.5,-0.0919927,0.5434304,0.2609004,37,0.812,6.281,7.26584625,15544.7335180331,3.89,9.36108071265865,47,"Stable"
"Peru","2006",79.2,-0.6867918,0.0919349,-0.8405385,3.3,0.697,4.811,4.53801537,3154.3313491397,4.26,16.3653510000064,76.4,"Elevated Warning"
"Peru","2007",76.4,-0.7295002,0.108357,-0.7730581,3.5,0.704,5.214,4.40380144,3606.07068932344,3.92,11.3415250507055,77.5,"Elevated Warning"
"Peru","2008",77.5,-0.7044131,0.1521348,-0.8907055,3.6,0.715,5.129,4.4459281,4220.61637832028,3.82,16.6159464539976,77.1,"Elevated Warning"
"Peru","2009",77.1,-0.613784,0.083486,-1.179883,3.7,0.718,5.519,4.95060587,4196.31162707942,3.73,15.3841279706233,76.9,"Elevated Warning"
"Peru","2010",76.9,-0.5629089,0.1111375,-0.9999154,3.5,0.721,5.613,4.7206192,5082.35370614454,3.3,-10.296724183553,73.6,"Elevated Warning"
"Peru","2011",73.6,-0.5764814,0.1312396,-0.7607497,3.39,0.734,5.892,4.6209321,5869.32388186462,3.27,20.1856763395556,73.5,"Elevated Warning"
"Peru","2012",73.5,-0.574353,0.1142629,-0.9073647,38,0.742,5.825,4.75655174,6528.9717753128,2.94,13.0668228417457,72.3,"Elevated Warning"
"Peru","2013",72.3,-0.5660233,0.084785,-0.8057398,38,0.75,5.783,4.70197392,6756.75299620034,3.21,12.2140180915686,72.9,"Elevated Warning"
"Peru","2014",72.9,-0.5211661,0.1925171,-0.5506569,38,0.76,5.866,4.99472809,6672.8773725884,2.85,10.9104662379371,72,"Elevated Warning"
"Peru","2015",72,-0.4855335,0.2273678,-0.3975714,36,0.759,5.577,5.03110838,6229.10067398112,2.92,10.9885745328417,72,"Elevated Warning"
"Peru","2016",72,-0.4821758,0.2689729,-0.2017269,35,0.765,5.701,5.06576538,6204.9964574796,3.38,10.3537359979478,70.3,"Elevated Warning"
"Peru","2017",70.3,-0.5033391,0.2744299,-0.2595458,37,0.767,5.711,4.99378443,6710.50760214164,3.35,-0.0400708564202134,70.1,"Elevated Warning"
"Peru","2018",70.1,-0.5290633,0.2022388,-0.2704434,35,0.771,5.68,5.23800182,6957.79341149359,3.18,14.0909773877463,68.2,"Warning"
"Qatar","2009",51.9,0.9084893,-1.003545,1.223623,7,0.841,6.418,2.14952278,59094.6591838465,0.31,NA,51.8,"Less Stable"
"Qatar","2010",51.8,0.8519857,-1.012166,1.153856,7.7,0.834,6.85,1.78923905,67403.0876779676,0.45,NA,49.5,"Stable"
"Qatar","2011",49.5,0.7575913,-1.084917,1.174731,7.16,0.84,6.592,1.59996212,82409.9416434106,0.56,NA,48,"Stable"
"Qatar","2012",48,0.9581549,-0.9217734,1.223599,68,0.854,6.611,1.74822152,85075.9865369665,0.48,NA,46.3,"Stable"
"Saudi Arabia","2007",76.5,0.0772642,-1.705147,-0.466703,3.4,0.783,7.267,3.56229401,16516.6317804658,5.73,-5.20437348904995,76.9,"Elevated Warning"
"Saudi Arabia","2008",76.9,0.0746007,-1.729974,-0.3371701,3.5,0.792,6.811,2.97100711,20078.2600730401,5.08,NA,77.5,"Elevated Warning"
"Saudi Arabia","2009",77.5,0.0502953,-1.822264,-0.4911588,4.3,0.796,6.148,4.29042768,16113.1437100059,5.38,NA,77.5,"Elevated Warning"
"Saudi Arabia","2010",77.5,0.1550169,-1.788064,-0.226727,4.7,0.809,6.307,3.64786124,19262.5476010256,5.55,NA,75.2,"Elevated Warning"
"Saudi Arabia","2011",75.2,0.0515989,-1.907197,-0.4647996,4.39,0.823,6.7,3.71178317,23745.8805777495,5.77,NA,73.4,"Elevated Warning"
"Saudi Arabia","2012",73.4,0.1488518,-1.86564,-0.4806882,44,0.835,6.396,4.01962948,25243.6019982366,5.52,NA,72.7,"Elevated Warning"
"Saudi Arabia","2013",72.7,0.1571441,-1.876409,-0.4317841,46,0.845,6.495,4.46568823,24845.1246637862,5.57,NA,73.1,"Elevated Warning"
"Saudi Arabia","2014",73.1,0.1320963,-1.882014,-0.2858447,49,0.852,6.278,5.22794724,24464.2125570307,5.72,NA,71.6,"Elevated Warning"
"Saudi Arabia","2015",71.6,0.1177256,-1.842696,-0.626399,52,0.859,6.345,5.99834013,20627.9269288204,5.59,NA,72.2,"Elevated Warning"
"Saudi Arabia","2016",72.2,0.3375647,-1.727506,-0.4648285,46,0.859,6.474,5.83562613,19878.7638365016,5.65,NA,71.2,"Elevated Warning"
"Saudi Arabia","2017",71.2,0.1009025,-1.691297,-0.6378249,49,0.852,6.294,7.00368643,20802.4663134648,5.89,NA,70.2,"Elevated Warning"
"Saudi Arabia","2018",70.2,0.1418254,-1.69599,-0.6224066,49,0.854,6.356,6.3615365,23337.0175494347,6.04,NA,70.4,"Elevated Warning"
"South Africa","2006",55.7,0.255048,0.6516131,0.0481969,4.6,0.626,5.084,6.58706188,5602.01046615218,28.34,14.915404926612,57.4,"Less Stable"
"South Africa","2007",57.4,0.0949021,0.5787652,0.2158346,5.1,0.632,5.204,6.4313159,6095.62157019026,26.54,16.1873734316484,62.7,"Warning"
"South Africa","2008",62.7,0.0725051,0.5756481,0.0497333,4.9,0.646,5.346,6.54576063,5760.80517151179,22.41,22.3969839250141,67.4,"Warning"
"South Africa","2009",67.4,0.1239867,0.5705026,-0.1132994,4.7,0.655,5.218,7.11458683,5862.79710791594,23.52,21.2805788193319,67.9,"Warning"
"South Africa","2010",67.9,0.1411913,0.6020697,-0.029427,4.5,0.664,4.652,7.41535425,7328.61519967084,24.68,20.2329438900833,67.6,"Warning"
"South Africa","2011",67.6,0.1524518,0.5908386,0.0240316,4.08,0.665,4.931,7.49731731,8007.47643908404,24.64,26.8628652537046,66.8,"Warning"
"South Africa","2012",66.8,0.1104267,0.5821533,-0.0253867,43,0.675,5.134,7.7525506,7501.66109639676,24.73,20.1736951391125,67.6,"Warning"
"South Africa","2013",67.6,0.1580778,0.6007034,-0.0462945,42,0.685,3.661,7.72096157,6832.72554600295,24.56,24.1275718493086,66.6,"Warning"
"South Africa","2014",66.6,0.1827036,0.6421182,-0.146389,44,0.693,4.828,7.93015003,6433.40040236585,24.89,19.7527938893368,67,"Warning"
"South Africa","2015",67,0.0881371,0.650173,-0.2129929,44,0.701,4.887,8.20090294,5734.63342207587,25.15,25.6429523215586,69.9,"Warning"
"South Africa","2016",69.9,0.1161583,0.6512255,-0.141504,45,0.703,4.77,8.09581757,5272.5436481983,26.54,20.9985660367485,72.3,"Elevated Warning"
"South Africa","2017",72.3,-0.0425192,0.6327685,-0.2775617,43,0.705,4.514,8.11311913,6131.47944960886,27.04,17.8006390092563,72.9,"Elevated Warning"
"South Africa","2018",72.9,-0.1022561,0.6290036,-0.2277793,43,0.707,4.884,8.25342083,6372.60565499345,26.91,15.9387411147401,71.1,"Elevated Warning"
"Thailand","2006",74.9,-0.0557727,-0.739194,-1.130407,3.6,0.697,5.885,3.09970689,3369.54319807344,1.22,-3.25424300853523,76,"Elevated Warning"
"Thailand","2007",76,-0.1189613,-0.5625023,-1.111438,3.3,0.714,5.784,3.19277501,3973.01717157725,1.18,-4.64219446202717,75.6,"Elevated Warning"
"Thailand","2008",75.6,-0.1402466,-0.5296669,-1.271436,3.5,0.718,5.636,3.45933962,4379.65878719505,1.18,-9.25147968308335,79.2,"Elevated Warning"
"Thailand","2009",79.2,-0.2301871,-0.4558837,-1.424786,3.4,0.722,5.476,3.6193974,4213.00665375142,0.93,-0.464056675490954,78.8,"Elevated Warning"
"Thailand","2010",78.8,-0.2046878,-0.495822,-1.442788,3.5,0.724,6.217,3.39009976,5076.33987220163,0.62,-0.302998599812433,78.3,"Elevated Warning"
"Thailand","2011",78.3,-0.2038983,-0.4051817,-1.133534,3.38,0.733,6.664,3.56825638,5492.12149993341,0.66,-1.98642202469328,77,"Elevated Warning"
"Thailand","2012",77,-0.1510798,-0.3211412,-1.216631,37,0.737,6.3,3.52293992,5860.58147053475,0.58,-1.93658315866599,75.1,"Elevated Warning"
"Thailand","2013",75.1,-0.1205995,-0.4299258,-1.311683,35,0.734,6.231,3.45313358,6168.26135569944,0.21,0.422484468861352,77,"Elevated Warning"
"Thailand","2014",77,-0.1914607,-0.8747826,-0.9063863,38,0.742,6.985,3.68448043,5951.88348654008,0.58,5.17996047744218,79.1,"Elevated Warning"
"Thailand","2015",79.1,-0.1477922,-0.9691051,-0.9944293,38,0.749,6.202,3.66789317,5840.05306687798,0.6,0.853822438441944,78.8,"Elevated Warning"
"Thailand","2016",78.8,-0.0049648,-1.023132,-0.9885814,35,0.756,6.074,3.76332021,5993.30551610045,0.69,3.30253244242714,76.2,"Elevated Warning"
"Thailand","2017",76.2,0.0373115,-1.045534,-0.7528449,37,0.765,5.939,3.83202839,6593.81835157138,0.83,3.6153830781073,75,"Elevated Warning"
"Thailand","2018",75,0.0227488,-1.022456,-0.7996719,36,0.772,6.012,3.79303908,7296.87960772339,0.77,-6.04003087989711,73.1,"Elevated Warning"
"Trinidad and Tobago","2008",67,-0.1888208,0.5336419,-0.1158731,3.6,0.778,6.696,3.65757036,21204.0081810259,4.22,7.06760015934664,63.7,"Warning"
"Trinidad and Tobago","2011",63.7,-0.1539464,0.5207429,0.1410804,3.17,0.782,6.519,4.72197914,19034.1207062684,3.43,NA,62.6,"Warning"
"Trinidad and Tobago","2013",62.6,-0.1685572,0.4822901,0.0936861,38,0.783,6.168,5.05915737,20143.5454060659,2.68,NA,56.7,"Less Stable"
"Tunisia","2009",67.6,0.1295527,-1.358339,0.0617746,4.2,0.709,5.025,5.67045975,4128.46395929364,13.29,46.9033341793338,67.5,"Warning"
"Tunisia","2010",67.5,0.0617256,-1.416165,-0.0639764,4.3,0.716,5.131,5.88395596,4141.97596390705,13.05,51.7289469508284,70.1,"Elevated Warning"
"Tunisia","2011",70.1,-0.1321484,-0.3705043,-0.3537418,3.76,0.718,4.876,6.43202877,4264.6781221604,18.33,86.1330297427441,74.2,"Elevated Warning"
"Tunisia","2012",74.2,-0.129358,-0.1716522,-0.7213169,41,0.72,4.464,6.6064229,4152.68439365665,17.63,94.2316460315601,76.5,"Elevated Warning"
"Tunisia","2013",76.5,-0.1893115,-0.0844274,-0.9025633,41,0.723,5.246,6.85662031,4222.70514036347,15.93,65.2481786543999,77.5,"Elevated Warning"
"Tunisia","2014",77.5,-0.1097689,0.192784,-0.8516615,40,0.726,4.764,6.80739641,4305.48235674968,15.06,83.402670946958,75.7,"Elevated Warning"
"Tunisia","2015",75.7,-0.0661719,0.2414132,-0.9603872,38,0.729,5.132,7.00741243,3861.69240015155,15.16,44.3535034381804,74.6,"Elevated Warning"
"Tunisia","2016",74.6,-0.0031901,0.3045838,-1.141327,41,0.731,4.521,6.99717045,3697.93872935664,15.51,57.2207471804278,74.2,"Elevated Warning"
"Tunisia","2017",74.2,0.0586774,0.1625191,-1.024682,42,0.734,4.124,7.25768566,3481.24110633379,15.38,71.0101383895586,72.1,"Elevated Warning"
"Tunisia","2018",72.1,0.0387995,0.183877,-0.8688817,43,0.738,4.741,7.29209566,3438.80506664387,15.46,69.7592622712178,70.1,"Elevated Warning"
"Turkey","2007",74.9,0.021233,-0.0533246,-0.8175476,4.1,0.712,5.623,5.23760796,9791.88245001167,8.87,11.4348774487172,75.4,"Elevated Warning"
"Turkey","2008",75.4,0.0830613,-0.0412864,-0.8235704,4.6,0.714,5.118,5.21761799,10941.172146426,9.71,15.8690997838576,78.2,"Elevated Warning"
"Turkey","2009",78.2,0.1048895,-0.0555225,-1.031842,4.4,0.72,5.213,5.49438715,9103.47405061243,12.55,19.0158897068628,77.1,"Elevated Warning"
"Turkey","2010",77.1,0.1106696,-0.0848207,-0.9152855,4.4,0.739,5.49,5.02053452,10742.7749787626,10.66,14.5117325744766,74.9,"Elevated Warning"
"Turkey","2011",74.9,0.0747859,-0.1368507,-0.9599971,4.21,0.753,5.272,4.6530509,11420.5554558378,8.8,44.7729347549232,76.6,"Elevated Warning"
"Turkey","2012",76.6,0.0363026,-0.2069335,-1.220532,49,0.765,5.309,4.44444656,11795.6334567571,8.15,41.689568849109,75.9,"Elevated Warning"
"Turkey","2013",75.9,0.0668904,-0.2513264,-1.249933,50,0.785,4.888,4.37099981,12614.7816100386,8.73,37.5083708803457,74.1,"Elevated Warning"
"Turkey","2014",74.1,0.0050337,-0.3384197,-1.086036,45,0.796,5.58,4.32517862,12157.9904337823,9.88,44.6303632880921,74.6,"Elevated Warning"
"Turkey","2015",74.6,-0.1131079,-0.3677201,-1.493914,42,0.801,5.514,4.11690378,11006.2795239649,10.24,27.2669809688458,77.3,"Elevated Warning"
"Turkey","2016",77.3,-0.2087604,-0.6071846,-2.009063,41,0.808,5.326,4.28469229,10894.6033779275,10.84,45.2109041405268,80.8,"High Warning"
"Turkey","2017",80.8,-0.2548287,-0.7058599,-1.788514,40,0.814,5.607,4.17974997,10589.667724687,10.82,38.7986644156498,82.2,"High Warning"
"Turkey","2018",82.2,-0.3175219,-0.851069,-1.318893,41,0.817,5.186,4.12414074,9453.19617174191,10.89,14.4498269169748,80.3,"High Warning"
"United Arab Emirates","2009",51.8,0.4048463,-0.8383121,0.9208406,6.5,0.819,6.866,4.04999352,32024.1977823245,2.53,NA,52.4,"Less Stable"
"United Arab Emirates","2010",52.4,0.3230359,-0.9035128,0.8017579,6.3,0.82,7.097,3.87873054,33893.2638727391,2.36,NA,50.4,"Less Stable"
"United Arab Emirates","2011",50.4,0.5047616,-0.8962441,0.9121757,6.82,0.826,7.119,3.67006993,39194.672239975,2.23,NA,48.9,"Stable"
"United Arab Emirates","2012",48.9,0.5394836,-1.000819,0.8632514,68,0.832,7.218,3.42519474,40976.4907464015,2.09,NA,47.3,"Stable"
"United Arab Emirates","2013",47.3,0.6189437,-1.019484,0.8947922,69,0.838,6.621,3.59299517,42412.6395002704,1.95,NA,47.6,"Stable"
"United Arab Emirates","2014",47.6,0.652148,-1.061369,0.7689089,70,0.847,6.54,3.63020706,43751.8056478669,1.84,NA,46.2,"Stable"
"United Arab Emirates","2015",46.2,0.6407622,-1.112425,0.7595454,70,0.859,6.568,3.58359146,38663.4005026605,1.74,NA,44.5,"Stable"
"United Arab Emirates","2016",44.5,0.849066,-1.050371,0.5647489,66,0.864,6.831,3.4034214,38141.8671313451,1.64,NA,43.7,"Stable"
"United Arab Emirates","2017",43.7,0.8007955,-1.096847,0.6186414,71,0.881,7.039,4.14456415,40644.7911901772,2.46,NA,42.8,"Stable"
"United Arab Emirates","2018",42.8,0.8065467,-1.126925,0.7049762,70,0.889,6.604,4.22590351,43839.3244866903,2.23,NA,40.1,"Stable"
"Uruguay","2006",41.2,0.5625108,1.030711,0.8994041,6.4,0.763,5.786,8.41139698,5887.84516224163,10.84,7.40060696714101,40.9,"Stable"
"Uruguay","2007",40.9,0.6046594,1.045523,0.8354977,6.7,0.765,5.694,8.14048386,7026.50305539297,9.4,11.1172709728264,41.4,"Stable"
"Uruguay","2008",41.4,0.5952185,1.062145,0.8462693,6.9,0.769,5.664,8.82686996,9091.0790391692,8.03,9.83767260021166,41.2,"Stable"
"Uruguay","2009",41.2,0.7180718,1.105795,0.7903185,6.7,0.775,6.296,8.63627434,9451.93244869934,7.74,15.1447481912389,41.3,"Stable"
"Uruguay","2010",41.3,0.7386154,1.146545,0.824986,6.9,0.782,6.062,8.59421539,11992.0237658273,7.16,13.6666474702747,40.4,"Stable"
"Uruguay","2011",40.4,0.6989948,1.121431,0.9570969,7.04,0.789,6.554,8.63529015,14236.7149957359,6.31,5.41121993841251,40.5,"Stable"
"Uruguay","2012",40.5,0.5931489,1.060967,0.7091678,72,0.793,6.45,8.76412106,15171.5801734227,6.45,5.13765287116703,38.4,"More Stable"
"Uruguay","2013",38.4,0.5642031,1.085263,0.8047382,73,0.8,6.444,8.81995773,16973.6892364718,6.44,10.7746540892832,37.9,"More Stable"
"Uruguay","2014",37.9,0.7104971,1.107863,0.9918796,73,0.803,6.561,8.77023602,16831.9481943721,6.55,26.9288758583301,36.4,"More Stable"
"Uruguay","2015",36.4,0.71231,1.143404,1.004238,74,0.806,6.628,9.00821114,15613.7459681824,7.49,6.79364360721246,36.2,"More Stable"
"Uruguay","2016",36.2,0.63039,1.163035,1.06258,71,0.81,6.171,9.42438793,16715.6334746253,7.84,5.32980699673699,36.8,"More Stable"
"Uruguay","2017",36.8,0.5833325,1.167399,1.05078,70,0.814,6.336,9.51635647,18690.8938401411,7.89,12.1164680639544,35.4,"More Stable"
"Uruguay","2018",35.4,0.59304,1.18045,1.034957,70,0.816,6.372,9.20269966,18703.8602924478,8.34,NA,34,"More Stable"
