,Table 1. Human Development Index and its components ,,,,,,,,,,,,,,,,,,,,,,,,,
140,Vanuatu,0.609,,70.5,,11.7,n,7.1,,"3,105",,20,,140,,,,,,,,,,,,
141,Timor-Leste,0.606,,69.5,,12.6,j,4.8,p,"4,440",,3,,141,,,,,,,,,,,,
142,Nepal,0.602,,70.8,,12.8,,5.0,f,"3,457",,13,,143,,,,,,,,,,,,
143,Kenya,0.601,,66.7,,11.3,p,6.6,f,"4,244",,5,,141,,,,,,,,,,,,
144,Cambodia,0.594,,69.8,,11.5,p,5.0,f,"4,246",,3,,144,,,,,,,,,,,,
145,Equatorial Guinea,0.592,,58.7,,9.7,n,5.9,k,"13,944",,-57,,145,,,,,,,,,,,,
146,Zambia,0.584,,63.9,,11.5,p,7.2,p,"3,326",,10,,145,,,,,,,,,,,,
147,Myanmar,0.583,,67.1,,10.7,,5.0,p,"4,961",,-6,,148,,,,,,,,,,,,
148,Angola,0.581,,61.2,,11.8,p,5.2,p,"6,104",,-17,,145,,,,,,,,,,,,
149,Congo,0.574,,64.6,,11.7,n,6.5,o,"2,879",,13,,149,,,,,,,,,,,,
150,Zimbabwe,0.571,,61.5,,11.0,m,8.5,,"2,666",,14,,150,,,,,,,,,,,,
151,Solomon Islands,0.567,,73.0,,10.2,j,5.7,m,"2,253",,17,,151,,,,,,,,,,,,
151,Syrian Arab Republic,0.567,,72.7,,8.9,j,5.1,n,"3,613",t,2,,152,,,,,,,,,,,,
153,Cameroon,0.563,,59.3,,12.1,,6.3,m,"3,581",,1,,153,,,,,,,,,,,,
154,Pakistan,0.557,,67.3,,8.3,,5.2,,"5,005",,-15,,154,,,,,,,,,,,,
155,Papua New Guinea,0.555,,64.5,,10.2,p,4.7,f,"4,301",,-10,,156,,,,,,,,,,,,
156,Comoros,0.554,,64.3,,11.2,,5.1,n,"3,099",,5,,154,,,,,,,,,,,,
,LOW HUMAN DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,,,,
157,Mauritania,0.546,,64.9,,8.6,,4.7,f,"5,135",,-21,,157,,,,,,,,,,,,
158,Benin,0.545,,61.8,,12.6,,3.8,p,"3,254",,0,,158,,,,,,,,,,,,
159,Uganda,0.544,,63.4,,11.4,p,6.2,p,"2,123",,15,,160,,,,,,,,,,,,
160,Rwanda,0.543,,69.0,,11.2,,4.4,j,"2,155",,12,,159,,,,,,,,,,,,
161,Nigeria,0.539,,54.7,,10.0,p,6.7,p,"4,910",,-19,,161,,,,,,,,,,,,
162,Côte d'Ivoire,0.538,,57.8,,10.0,,5.3,f,"5,069",,-25,,161,,,,,,,,,,,,
163,Tanzania (United Republic of),0.529,,65.5,,8.1,,6.1,f,"2,600",,2,,164,,,,,,,,,,,,
164,Madagascar,0.528,,67.0,,10.2,,6.1,n,"1,596",,16,,163,,,,,,,,,,,,
165,Lesotho,0.527,,54.3,,11.3,j,6.5,m,"3,151",,-6,,165,,,,,,,,,,,,
166,Djibouti,0.524,,67.1,,6.8,j,4.1,n,"5,689",,-34,,166,,,,,,,,,,,,
167,Togo,0.515,,61.0,,12.7,,4.9,m,"1,602",,12,,168,,,,,,,,,,,,
168,Senegal,0.512,,67.9,,8.6,,3.2,j,"3,309",,-11,,167,,,,,,,,,,,,
169,Afghanistan,0.511,,64.8,,10.2,,3.9,f,"2,229",,0,,169,,,,,,,,,,,,
170,Haiti,0.510,,64.0,,9.7,j,5.6,p,"1,709",,7,,170,,,,,,,,,,,,
170,Sudan,0.510,,65.3,,7.9,j,3.8,f,"3,829",,-18,,171,,,,,,,,,,,,
172,Gambia,0.496,,62.1,,9.9,p,3.9,m,"2,168",,-1,,172,,,,,,,,,,,,
173,Ethiopia,0.485,,66.6,,8.8,j,2.9,p,"2,207",,-3,,174,,,,,,,,,,,,
174,Malawi,0.483,,64.3,,11.2,j,4.7,f,"1,035",,13,,174,,,,,,,,,,,,
175,Congo (Democratic Republic of the),0.480,,60.7,,9.7,j,6.8,,"1,063",,11,,174,,,,,,,,,,,,
175,Guinea-Bissau,0.480,,58.3,,10.6,m,3.6,m,"1,996",,1,,178,,,,,,,,,,,,
175,Liberia,0.480,,64.1,,9.6,n,4.8,f,"1,258",,8,,173,,,,,,,,,,,,
178,Guinea,0.477,,61.6,,9.4,"m,p",2.8,p,"2,405",,-12,,177,,,,,,,,,,,,
179,Yemen,0.470,,66.1,,8.8,j,3.2,f,"1,594",t,2,,179,,,,,,,,,,,,
180,Eritrea,0.459,,66.3,,5.0,j,3.9,n,"2,793",u,-17,,180,,,,,,,,,,,,
181,Mozambique,0.456,,60.9,,10.0,,3.5,j,"1,250",,3,,181,,,,,,,,,,,,
182,Burkina Faso,0.452,,61.6,,9.3,,1.6,p,"2,133",,-9,,183,,,,,,,,,,,,
182,Sierra Leone,0.452,,54.7,,10.2,j,3.7,f,"1,668",,-4,,182,,,,,,,,,,,,
184,Mali,0.434,,59.3,,7.5,,2.4,m,"2,269",,-17,,184,,,,,,,,,,,,
185,Burundi,0.433,,61.6,,11.1,,3.3,p,754,,4,,184,,,,,,,,,,,,
185,South Sudan,0.433,,57.9,,5.3,n,4.8,n,"2,003",u,-10,,186,,,,,,,,,,,,
187,Chad,0.398,,54.2,,7.3,,2.5,p,"1,555",,-5,,187,,,,,,,,,,,,
188,Central African Republic,0.397,,53.3,,7.6,j,4.3,f,993,,0,,188,,,,,,,,,,,,
189,Niger,0.394,,62.4,,6.5,,2.1,j,"1,201",,-4,,189,,,,,,,,,,,,
,OTHER COUNTRIES OR TERRITORIES,,,,,,,,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),..,,72.3,,10.8,j,..,,..,,..,,..,,,,,,,,,,,,
,Monaco,..,,..,,..,,..,,..,,..,,..,,,,,,,,,,,,
,Nauru,..,,..,,11.2,j,..,,"16,237",,..,,..,,,,,,,,,,,,
,San Marino,..,,..,,13.0,,..,,..,,..,,..,,,,,,,,,,,,
,Somalia,..,,57.4,,..,,..,,..,,..,,..,,,,,,,,,,,,
,Tuvalu,..,,..,,12.3,j,..,,"6,132",,..,,..,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,0.898,,79.6,,16.3,,12.2,,"44,566",,—,,—,,,,,,,,,,,,
,High human development,0.753,,75.3,,14.0,,8.4,,"14,255",,—,,—,,,,,,,,,,,,
,Medium human development,0.631,,69.3,,11.5,,6.3,,"6,153",,—,,—,,,,,,,,,,,,
,Low human development,0.513,,61.4,,9.4,,4.9,,"2,745",,—,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,0.689,,71.3,,12.2,,7.5,,"10,583",,—,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,0.705,,72.1,,12.1,,7.3,,"14,869",,—,,—,,,,,,,,,,,,
,East Asia and the Pacific,0.747,,75.4,,13.6,,8.1,,"14,710",,—,,—,,,,,,,,,,,,
,Europe and Central Asia,0.791,,74.4,,14.7,,10.4,,"17,939",,—,,—,,,,,,,,,,,,
,Latin America and the Caribbean,0.766,,75.6,,14.6,,8.7,,"14,812",,—,,—,,,,,,,,,,,,
,South Asia,0.641,,69.9,,11.7,,6.5,,"6,532",,—,,—,,,,,,,,,,,,
,Sub-Saharan Africa,0.547,,61.5,,10.1,,5.8,,"3,686",,—,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,0.538,,65.3,,9.9,,4.9,,"2,935",,—,,—,,,,,,,,,,,,
,Small island developing states,0.728,,72.0,,12.3,,8.7,,"16,825",,—,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Organisation for Economic Co-operation and Development,0.900,,80.4,,16.3,,12.0,,"44,967",,—,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,0.737,,72.8,,12.7,,8.5,,"16,734",,—,,—,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,,
,a. Data refer to 2019 or the most recent year available.,,,,,,,,,,,,,,,,,,,,,,,,,
,"b. In calculating the HDI value, expected years of schooling is capped at 18 years.",,,,,,,,,,,,,,,,,,,,,,,,,
,c. Based on data from OECD (2019b).,,,,,,,,,,,,,,,,,,,,,,,,,
,"d. In calculating the HDI value, GNI per capita is capped at $75,000.",,,,,,,,,,,,,,,,,,,,,,,,,
,e. Updated by HDRO based on data from Eurostat (2019).,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Based on projections from Barro and Lee (2018).,,,,,,,,,,,,,,,,,,,,,,,,,
,g. Value from UNDESA (2011).,,,,,,,,,,,,,,,,,,,,,,,,,
,h. Imputed mean years of schooling for Austria.,,,,,,,,,,,,,,,,,,,,,,,,,
,i. Estimated using the purchasing power parity (PPP) rate and projected growth rate of Switzerland.,,,,,,,,,,,,,,,,,,,,,,,,,
,j. Updated by HDRO based on data from UNESCO Institute for Statistics (2020),,,,,,,,,,,,,,,,,,,,,,,,,
,k. Based on data from the national statistical office.,,,,,,,,,,,,,,,,,,,,,,,,,
,l. Estimated using the PPP rate and projected growth rate of Spain.,,,,,,,,,,,,,,,,,,,,,,,,,
,m. Updated by HDRO based on data from United Nations Children’s Fund (UNICEF) Multiple Indicator Cluster Surveys for 2006–2019.,,,,,,,,,,,,,,,,,,,,,,,,,
,n. Based on cross-country regression.,,,,,,,,,,,,,,,,,,,,,,,,,
,o. Updated by HDRO using projections from Barro and Lee (2018).,,,,,,,,,,,,,,,,,,,,,,,,,
,p. Updated by HDRO based on data from ICF Macro Demographic and Health Surveys for 2006-2019.,,,,,,,,,,,,,,,,,,,,,,,,,
,q. Based on cross-country regression and the projected growth rate from UN ECLAC (2020).,,,,,,,,,,,,,,,,,,,,,,,,,
,r. Updated by HDRO based on data from CEDLAS and World Bank (2020).,,,,,,,,,,,,,,,,,,,,,,,,,
,"s. HDRO estimate based on data from World Bank (2020a), United Nations Statistics Division (2020b) and UN ECLAC (2020)",,,,,,,,,,,,,,,,,,,,,,,,,
,"t. HDRO estimate based on data from World Bank (2020a) and United Nations Statistics Division (2020b), and the projected growth rate from UNESCWA (2020).",,,,,,,,,,,,,,,,,,,,,,,,,
,"u. HDRO estimate based on data from World Bank (2020a), United Nations Statistics Division (2020b) and IMF (2020).",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,,
,"Human Development Index (HDI): A composite index measuring average achievement in three basic dimensions of human development—a long and healthy life, knowledge and a decent standard of living. See Technical note 1 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf for details on how the HDI is calculated.",,,,,,,,,,,,,,,,,,,,,,,,,
,Life expectancy at birth: Number of years a newborn infant could expect to live if prevailing patterns of age-specific mortality rates at the time of birth stay the same throughout the infant’s life.,,,,,,,,,,,,,,,,,,,,,,,,,
,Expected years of schooling: Number of years of schooling that a child of school entrance age can expect to receive if prevailing patterns of age-specific enrolment rates persist throughout the child’s life.,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mean years of schooling: Average number of years of education received by people ages 25 and older, converted from education attainment levels using official durations of each level.",,,,,,,,,,,,,,,,,,,,,,,,,
,"Gross national income (GNI) per capita: Aggregate income of an economy generated by its production and its ownership of factors of production, less the incomes paid for the use of factors of production owned by the rest of the world, converted to international dollars using PPP rates, divided by midyear population.",,,,,,,,,,,,,,,,,,,,,,,,,
,GNI per capita rank minus HDI rank: Difference in ranking by GNI per capita and by HDI value. A negative value means that the country is better ranked by GNI than by HDI value.,,,,,,,,,,,,,,,,,,,,,,,,,
,"HDI rank for 2018: Ranking by HDI value for 2018, calculated using the same most recently revised data available in 2020 that were used to calculate HDI values for 2019.",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 1 and 7: HDRO calculations based on data from UNDESA (2019a), UNESCO Institute for Statistics (2020), United Nations Statistics Division (2020b), World Bank (2020a), Barro and Lee (2018) and IMF (2020).",,,,,,,,,,,,,,,,,,,,,,,,,
,Column 2: UNDESA (2019a). ,,,,,,,,,,,,,,,,,,,,,,,,,
,"Column 3: UNESCO Institute for Statistics (2020), ICF Macro Demographic and Health Surveys, UNICEF Multiple Indicator Cluster Surveys and OECD (2019b).",,,,,,,,,,,,,,,,,,,,,,,,,
,"Column 4: UNESCO Institute for Statistics (2020), Barro and Lee (2018), ICF Macro Demographic and Health Surveys, UNICEF Multiple Indicator Cluster Surveys and OECD (2019b).",,,,,,,,,,,,,,,,,,,,,,,,,
,"Column 5: World Bank (2020a), IMF (2020) and United Nations Statistics Division (2020b)",,,,,,,,,,,,,,,,,,,,,,,,,
,Column 6: Calculated based on data in columns 1 and 5.,,,,,,,,,,,,,,,,,,,,,,,,,
